,Referencia,Descripcion,Familia Padre,Familia,Subfamilia,Stock Fisico,Stock Operativo,Stock Comercial,Mar,Puerto,Despachado
495,5658,TotalPure 1800 Style Pro Connected,Cuidado del aire,Tratamiento del aire,Purificadores de aire,860,800,800,0,0,0
497,5626,Purificador TotalPure 2000 Connected,Cuidado del aire,Tratamiento del aire,Purificadores de aire,2105,2045,2045,0,0,0
499,5620,Purificador de aire TotalPure 2500 Connected,Cuidado del aire,Tratamiento del aire,Purificadores de aire,3310,3262,3262,0,0,0
501,4199,Afeitadora rotativa Bamba PrecisionCare Titanium PerfectCut,Cuidado personal,Afeitadoras,Afeitadoras rotativas,1142,659,659,0,0,0
502,5837,Ventilador de techo EnergySilence Aero 4850 Style Steel,Cuidado del aire,Ventilación,Ventiladores de techo,87,84,84,0,0,300
503,5622,purificador total pure 7500 connected,Cuidado del aire,Tratamiento del aire,Purificadores de aire,1050,1020,1020,0,0,0
504,2504,Placa Bolero Squad I 2000 brige,GAE,Placas de inducción,Placa de inducción portátil,146,126,126,0,0,0
505,2511,Placa Bolero Squad I 3100 FullFlex,GAE,Placas de inducción,Placa de inducción portátil,242,230,230,0,0,0
506,2512,Placa Bolero Squad I 4100 FullFlex,GAE,Placas de inducción,Placa de inducción portátil,45,9,9,0,0,0
507,1642,Cafetera Megautomática Power Matic-ccino 8000 Touch Serie Nera S,PAE Cocina,Cafeteras,Cafeteras superautomáticas,138,117,117,0,0,0
508,3149,Olla Polka Exclusive 24 Pot Wood&Rock,Menaje,Sartenes y Ollas,Ollas y cazos,389,387,387,0,0,0
510,4293,Batidoras de mano Power TitanBlack 1200 XL PerfectCream&Crush,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,261,-208,-208,0,0,0
511,2380,Lavadora carga superior Bolero DressCode Top 80 Inverter,GAE,Lavadoras y secadoras,Lavadoras de carga superior,210,209,209,0,0,0
512,2354,Secadora Bolero DressCode Dry 9500 Ion,GAE,Lavadoras y secadoras,Secadoras,80,80,80,0,0,0
513,5506,Plancha vertical SmoothForce 3000 UltraSteam Black,Cuidado de la ropa,Planchas,Planchas verticales,3,-65,-65,0,0,0
514,5567,Aspirador de sólidos y líquidos con batería Conga Rockstar 2000 Wet&Dry Liberty,Aspiración y Limpieza,Aspiradores trineo,Aspiradores Wet&Dry,1127,1122,1122,0,0,0
515,4281,Molinillos eléctricos InstantMill Press Duo,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,953,953,953,0,0,0
516,1712,Microondas 20l con grill ProClean 5110 Retro Green,PAE Cocina,Microondas,Microondas con grill,1259,1259,1259,0,0,0
517,1380,Microondas encastrable GrandHeat 2000 Built-In Steel Black,PAE Cocina,Microondas,Microondas encastrables con plato,363,363,363,0,0,0
518,2341,Vinoteca GrandSommelier 20000 Black Compressor,GAE,Vinotecas,Vinotecas,211,195,195,0,0,0
519,2407,Vinoteca Bolero GrandSommelier 820 CoolWood,GAE,Vinotecas,Vinotecas,33,29,29,0,0,0
520,5844,Robot aspirador Conga Eternal Max Titanium,Aspiración y Limpieza,Robots,Robots aspiradores,3,-8,-8,0,0,0
521,3029,Tostadora Toast&Taste 2L,PAE Cocina,Tostadores,Tostadores verticales,4,-4,-4,0,0,0
522,1510,ThermoSense 350 Clear,PAE Cocina,Hervidores de agua,Hervidores de agua,3726,3379,3379,0,0,0
523,4090,bascula de baño surface precision 9500 smart healthy,Cuidado personal,Básculas,Básculas de baño con APP,5556,5550,5550,0,0,0
524,1585,Cafetera espresso Cafelizzia 790 Steel Professional,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,1952,1939,1939,0,0,0
525,8052,Máquina de hacer hielo Chillin'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''',PAE Cocina,Ice maker,Ice maker,792,791,791,0,0,0
526,1629,Cafetera express Power Espresso 20 Tradizionale Light Yellow,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,924,920,920,0,0,0
527,5682,Aspirador vertical digital Conga Rockstar 2500 X-Treme ErgoFlex,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,61,33,33,0,0,0
528,5763,Aspirador vertical digital Conga Rockstar 1600 Advance,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,3773,3770,3770,0,0,0
529,5493,Aspirador vertical Conga RockStar 700 Ultimate ErgoFlex,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,1,0,0,0,0,0
531,3965,Batidoras de mano Katana 12 Jar G,PAE Cocina,Batidoras,Batidoras de mano,399,394,394,0,0,0
532,8701,Colchón Flow ViscoCare 1900 120x190,Descanso,Descanso,Descanso,21,20,20,0,0,21
533,3228,Sandwichera Rock’nToast 3in1 Square,PAE Cocina,Sandwicheras,Sandwicheras,1749,1734,1734,0,0,0
534,1627,Cafetera Megautomática Power Matic-ccino Cremma,PAE Cocina,Cafeteras,Cafeteras superautomáticas,661,654,654,0,0,379
535,3086,Tostador vertical BigToast Extra Double,PAE Cocina,Tostadores,Tostadores verticales,1,-1,-1,0,0,0
536,7017,Bicicleta spinning UltraFlex 25,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,15,15,15,0,0,0
537,3818,Horno de sobremesa Bake&Toast 2600 Black 4Pizza,PAE Cocina,Hornos eléctricos,Hornos de sobremesa,780,778,778,0,0,0
538,4120,Batidora de varillas PowerTwist 500,PAE Cocina,Batidoras,Batidoras de varillas,11736,11730,11730,0,0,0
539,4180,Jarra purificadora de agua H2ONature 2400 Active,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,804,804,804,0,0,0
544,9941,Conga Rockstar 1500 Ray Eternal,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales batería,4967,4967,4967,0,0,0
545,8106,Robot aspirador Conga 7590 Eternal,Aspiración y Limpieza,Robots,Robots aspiradores,4472,4132,4132,0,0,0
546,2713,Vinoteca Bolero GrandSommelier 1230 CoolCrystal Compressor,GAE,Vinotecas,Vinotecas,624,624,624,0,0,0
547,5323,Radiador de cuarzo pared Ready Warm 7000 Quartz Bath,Cuidado del aire,Calefacción,Calefactores de pared,3,-95,-95,0,0,0
550,5681,Pedestal Conga Rockstar Station,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,239,185,185,0,0,0
551,5360,Calefactor halógeno ext. de pie con mando Ready Warm 8200 Power Quartz Smart,Cuidado del aire,Calefacción,Calefactores de exterior,1112,1056,1056,0,0,0
552,5359,Calefactor halógeno ext. de pie Ready Warm 8100 Power Quartz,Cuidado del aire,Calefacción,Calefactores de exterior,93,27,27,0,0,0
554,8113,Aspirador de sólidos y líquidos Conga Rockstar Wet & Dry Steel,Aspiración y Limpieza,Aspiradores trineo,Aspiradores Wet&Dry,4,-32,-32,0,0,0
556,5113,Plancha de viaje GoForce 8000 Folding Titanium,Cuidado de la ropa,Planchas,Planchas de viaje,3360,2738,2738,0,0,0
558,4302,Freidora con aceite Cleanfry Luxury 4000,PAE Cocina,Freidoras,Freidoras con aceite,1328,1327,1327,0,0,0
559,4249,Plancha de pelo Bamba RitualCare 1100 Titanium Ion Touch,Cuidado personal,Planchas de pelo,Planchas de pelo estrechas con cable,624,564,564,0,0,0
560,3433,Rizador de pelo Bamba SurfCare Clip Curly Plus,Cuidado personal,Rizadores de pelo,Rizadores de pelo manuales cable,3077,3017,3017,0,0,322
561,3379,Perfiladora Bamba PrecisionCare Profiling,Cuidado personal,Cortapelos,Perfiladoras,1323,1192,1192,0,0,0
563,3067,Parrilla eléctrica RocknGrill Smart,PAE Cocina,Parillas eléctricas,Parillas eléctricas,1109,1060,1060,0,0,0
564,8071,Robot aspirador Conga 8290 Power Ultra Home,Aspiración y Limpieza,Robots,Robots aspiradores,998,496,496,0,0,1500
571,6706,Cabecero cost. plegada 155 beige,Descanso,Descanso,Descanso,5,5,5,0,0,0
572,6710,Cabecero cost. vista 100 chocolate,Descanso,Descanso,Descanso,1,1,1,0,0,0
575,5722,Aspirador de ventanas Conga Popstar Glass Titanium,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,2060,2044,2044,0,0,10
576,8378,Aspirador de mano Conga Rockstar Micro+ Animal,Aspiración y Limpieza,Aspiradores de mano,Aspiradores de mano BLDC,5629,5422,5422,0,0,0
577,2424,Frigorífico Bolero CoolMarket Combi 322 WD Inox D,GAE,Frigoríficos,Frigoríficos combi,2,-1,-1,0,0,0
578,2673,Frigorifico Bolero CoolMarket TT 107 White,GAE,Frigoríficos,Mini frigoríficos,442,435,435,0,0,0
581,4022,Robot de cocina Cecomix compact 1250 W,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,48,44,44,0,0,0
582,4227,Secador brushless Bamba IoniCare 6000 Rockstar Ice,Cuidado personal,Secadores de pelo,Secadores de pelo BLDC,2421,2420,2420,0,0,2028
583,4146,Exprimidor eléctrico EssentialVita Twice Black,PAE Cocina,Exprimidores,Exprimidores eléctricos,1059,923,923,0,0,0
584,5655,BigDry 9000 Professional Black Connected,Cuidado del aire,Tratamiento del aire,Deshumidificadores,366,355,355,0,0,744
585,4119,Exprimidor Zitrus TowerAdjust Easy White,PAE Cocina,Exprimidores,Exprimidores eléctricos de torre,2747,2747,2747,0,0,0
586,5997,Ventilador de techo EnergySilence Aero 4260 SunLight,Cuidado del aire,Ventilación,Ventiladores de techo,5,5,5,0,0,0
587,7872,ALMOHADA FLOW LUXURY 70 CM,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,128,128,128,0,0,0
589,5320,Convector Ready Warm 6750 Crystal Connection,Cuidado del aire,Calefacción,Convectores,10,-122,-122,0,0,0
590,5553,Robot aspirador Conga 4690 Ultra,Aspiración y Limpieza,Robots,Robots aspiradores,40,38,38,0,0,0
591,5595,Centro de planchado Fast&Furious 9040 Absolute,Cuidado de la ropa,Centros de planchado,Centros de planchado horizontales,5,5,5,0,0,0
593,7563,Colchón Flow PureVital 4990 150x200,Descanso,Descanso,Descanso,17,17,17,0,0,3
595,5608,Deshumidificador BigDry 9000 Professional,Cuidado del aire,Tratamiento del aire,Deshumidificadores,3,3,3,0,0,0
596,7549,Colchón Flow PureVital 3990 90x200,Descanso,Descanso,Descanso,42,42,42,0,0,8
597,8170,Aire acondicionado portátil ForceClima 7100 Soundless,Cuidado del aire,Ventilación,Aires acondicionados portátiles,7,7,7,0,0,0
599,5969,EnergySilence 850 SkyLine,Cuidado del aire,Ventilación,Ventiladores de torre,26,15,15,0,0,0
600,5716,Hidrolimpiadora HydroBoost 1500,Aspiración y Limpieza,Hidrolimpiadoras,Hidrolimpiadoras a presión,8,6,6,0,0,0
601,7568,Colchón Flow PureVital 5990 150x190,Descanso,Descanso,Descanso,40,39,39,0,0,0
602,5815,Ready Warm 3550 Curved Flames Connected,Cuidado del aire,Calefacción,Chimeneas,61,61,61,0,0,0
603,5839,Ventilador de techo EnergySilence Aero 5300 White&Wood Design,Cuidado del aire,Ventilación,Ventiladores de techo,1628,1620,1620,0,0,2178
604,5851,Robot aspirador Conga 7290 Eternal Home Genesis,Aspiración y Limpieza,Robots,Robots aspiradores,14,11,11,0,0,0
605,7320,Ciclomotor eléctrico Makalu 2 Pro,Movilidad,Motocicletas eléctricas,Ciclomotores eléctricos,190,189,189,0,0,0
616,2409,Bodega de puesta a temperatura Bolero GrandSommelier 1220 CoolWood,GAE,Vinotecas,Vinotecas,25,23,23,0,0,167
617,5717,Hidrolimpiadora HydroBoost 1500 Easy Move,Aspiración y Limpieza,Hidrolimpiadoras,Hidrolimpiadoras a presión,2869,2869,2869,0,0,0
735,2500,"	Placa Bolero Squad V 3000",GAE,Placas,Placas de vitrocerámica,740,669,669,0,0,0
746,3026,Rockn grill Pro,PAE Cocina,Parillas eléctricas,Parillas eléctricas,2877,2868,2868,0,0,0
754,4117,Envasadora al vacío FoodCare SealVac 600 Easy,PAE Cocina,Envasadoras al vacio,Envasadoras al vacio,1,-15,-15,0,0,0
760,3053,Plancha eléctrica Rock and water 2500,PAE Cocina,Planchas eléctricas,Planchas eléctricas,3214,3211,3211,0,0,0
767,7343,Casco BrainGuard Sprinter,Cuidado del aire,,Raclettes,499,499,499,0,0,0
768,4264,Báscula de baño Surface Precision 10600 Smart Healthy Pro Beige,Cuidado personal,Básculas,Básculas de baño con APP,4458,4437,4437,0,0,0
771,3819,Horno de sobremesa Bake&Toast 3090 Black Gyro,PAE Cocina,Hornos eléctricos,Hornos de sobremesa,840,840,840,0,0,1000
775,5380,Toallero eléctrico Ready Warm 9200 Smart Towel White,Cuidado del aire,Calefacción,Toalleros eléctricos,767,742,742,0,0,0
780,4251,Báscula de baño Surface Precision EcoPower 10000 Healthy Black,Cuidado personal,Básculas,Básculas de baño sin APP,3070,3052,3052,0,0,0
781,3129,Set de Sartenes Polka Experience 20-24-28 Bucket Set Shark,Menaje,Sartenes y Ollas,Set de sartenes,308,308,308,0,0,0
785,5554,Robot aspirador Conga 6090,Aspiración y Limpieza,Robots,Robots aspiradores,132,131,131,0,0,0
786,7893,Colchón Flow 6900 Hybrid 200x200,Descanso,Descanso,Descanso,11,11,11,0,0,4
787,5370,Calefactor Ready Warm 8200 Bladeless,Cuidado del aire,Calefacción,Calefactores cerámicos de sobremesa,2799,2723,2723,0,0,0
788,5825,Ready Warm 10050 Top Ceramic Pro,Cuidado del aire,Calefacción,Calefactores cerámicos de pie,383,157,157,0,0,0
789,7352,Flow 1500 HealthConfort 135x200,Descanso,Colchones,Colchón,4,4,4,0,0,4
790,8867,Colchón Flow 900 CloudSense 90 X 190,Descanso,Descanso,Descanso,5,5,5,0,0,0
792,8869,Colchón Flow 900 CloudSense 135 X 190,Descanso,Descanso,Descanso,9,9,9,0,0,0
793,7884,Colchón Flow PureVital 3900 80x200,Descanso,Descanso,Descanso,13,13,13,0,0,0
794,7351,Flow 1500 HealthConfort 90x200,Descanso,Colchones,Colchón,3,3,3,0,0,4
795,5316,Convector Ready Warm 6550 Turbo Convection Plus,Cuidado del aire,Calefacción,Convectores,1631,1567,1567,0,0,0
796,5890,ReadyWarm 11000 Space 360,Cuidado del aire,Calefacción,Radiadores de aceite,6176,5883,5883,0,0,0
797,7342,Casco BrainGuard Urban,Movilidad,,,499,499,499,0,0,0
798,7350,Flow 1500 HealthConfort 150x190,Descanso,Colchones,Colchón,4,4,4,0,0,4
799,5888,ReadyWarm 9000 Space 360,Cuidado del aire,Calefacción,Radiadores de aceite,6920,6917,6917,0,0,0
800,2994,Parrilla eléctrica Rock´n grill 1500 Take&Clean Stone,PAE Cocina,Parillas eléctricas,Parillas eléctricas,433,279,279,0,0,0
809,7989,Colchón Flow One 120x190,Descanso,Descanso,Descanso,2,2,2,0,0,0
810,7990,Colchón Flow One 120x200,Descanso,Descanso,Descanso,2,2,2,0,0,0
811,7991,Colchón Flow One 140x190,Descanso,Descanso,Descanso,2,2,2,0,0,0
817,8981,Colchón Flow CecoFresh 2100 CoolConfort 90 x 200,Descanso,Descanso,Colchón,1,1,1,0,0,4
818,8994,Colchón Flow CecoFresh 2100 CoolConfort 150 x 200,Descanso,Descanso,Colchón,2,2,2,0,0,2
819,8996,Colchón Flow CecoFresh 2100 CoolConfort 160 x 200,Descanso,Descanso,Colchón,2,2,2,0,0,2
820,8998,Colchón Flow CecoFresh 2100 CoolConfort 180 x 200,Descanso,Descanso,Colchón,2,2,2,0,0,2
821,8999,Colchón Flow CecoFresh 2100 CoolConfort 200 x 200,Descanso,Descanso,Colchón,2,2,2,0,0,0
822,8980,Colchón Flow CecoFresh 2100 CoolConfort 90 x 190,Descanso,Descanso,Colchón,48,48,48,0,0,50
823,8983,Colchón Flow CecoFresh 2100 CoolConfort 105 x 190,Descanso,Descanso,Colchón,8,8,8,0,0,8
824,8989,Colchón Flow CecoFresh 2100 CoolConfort 135 x 190,Descanso,Descanso,Colchón,19,19,19,0,0,19
825,8993,Colchón Flow CecoFresh 2100 CoolConfort 150 x 190,Descanso,Descanso,Colchón,9,9,9,0,0,10
826,2425,Frigorífico Bolero CoolMarket Combi 322 Dark D,GAE,Frigoríficos,Frigoríficos combi,2,-6,-6,0,0,0
827,2324,Lavadora Bolero DressCode 8200 Inverter Steel,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,1,1,1,0,0,0
829,7588,Cecotec Colchón Viscoelástico ViscoSense Flow PureVital 3900 Medida 150x190. Multicapa,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,60,44,44,0,0,63
831,7105,Patinete eléctrico Bongo Serie M20,Movilidad,Patinetes eléctricos,Patinetes eléctricos,771,771,771,0,0,0
832,3031,"Freidora CleanFry 1,5l",PAE Cocina,Freidoras,Freidoras con aceite,1,0,0,0,0,0
833,8241,Ventilador de techo EnergySilence Aero 5500 Black Aqua Connected,Cuidado del aire,Ventilación,Ventiladores de techo,1019,1019,1019,0,0,0
834,2719,Lavadora Bolero DressCode 8300 Inverter A,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,723,-577,-577,0,0,0
835,5829,Ready Warm 3590 Flames Connected White,Cuidado del aire,Calefacción,Chimeneas,77,65,65,0,0,0
836,2610,TV 0 Series 0024,Gama Marrón,Televisores,Televisores LED,1773,1773,1773,0,0,0
837,5678,Aspirador vertical digital Conga Rockstar 1300 X-Treme,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,480,465,465,0,0,0
838,4430,Depiladora IPL Bamba SkinCare IPL Gun,Cuidado personal,Depiladoras,Depiladoras IPL,2698,2697,2697,0,0,0
839,7345,Casco BrainGuard Urban Black L-XL,Movilidad,,,487,487,487,0,0,0
840,7311,Patinete eléctrico Bongo Serie D30,Movilidad,Patinetes eléctricos,Patinetes eléctricos,1535,1487,1487,0,0,30
842,5992,Ventilador de techo EnergySilence Aero 4280 Invisible White,Cuidado del aire,Ventilación,Ventiladores de techo,1,-6,-6,0,0,1456
843,4143,Báscula de cocina Cook Control 10200 EcoPower Inox,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,3441,3426,3426,0,0,0
844,5773,Aspirador vertical digital Conga Rockstar 2500 Titanium ErgoWet,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,3167,3063,3063,0,0,0
845,4081,ExtremeTitanium19000,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,5,-806,-806,0,0,0
846,7720,Colchón Flow 7900 Hybrid 150x190,Descanso,Descanso,Descanso,111,111,111,0,0,12
847,3984,Batidora de vaso Grand Katana 18 Total Destroy B,PAE Cocina,Batidoras,Batidoras de vaso,1755,1745,1745,0,0,0
848,4197,Plancha de ondas Bamba RitualCare 2000 Summer Waves,Cuidado personal,Planchas de pelo,Planchas de pelo de ondas,985,984,984,0,0,0
849,4212,Plancha de pelo turmalina Bamba RitualCare 880 HidraProtect,Cuidado personal,Planchas de pelo,Planchas de pelo estrechas con cable,1990,1990,1990,0,0,0
850,5862,Fregona eléctrica FreeGo Wash,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,2107,2046,2046,0,0,1650
852,8612,Conga 8290 Immortal Ultra Power Home X-Treme,,,,971,950,950,0,0,1510
853,5762,Aspirador vertical digital Conga Rockstar 1600 Titanium,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,419,405,405,0,0,0
854,1788,Mosquito killer ByeFly 3000 Go,Cuidado del aire,Tratamiento del aire,Mosquitos Killer,1776,1771,1771,0,0,0
855,1636,Cafetera Superautomática Cremmaet Compact,PAE Cocina,Cafeteras,Cafeteras superautomáticas,1126,1122,1122,0,0,0
856,1789,Mosquito killer ByeFly 5000 Destroy,Cuidado del aire,Tratamiento del aire,Mosquitos Killer,1767,1766,1766,0,0,0
857,5617,Ozonizador TotalPure 2000 Ozone,Cuidado del aire,Tratamiento del aire,Generadores de ozono,2517,2517,2517,0,0,0
858,5627,Ozonizador TotalPure 4000 Ozone,Cuidado del aire,Tratamiento del aire,Generadores de ozono,4321,4310,4310,0,0,0
859,1405,Microondas sin plato GrandHeat 2500 Flatbed Touch Black,PAE Cocina,Microondas,Microondas sin plato,196,180,180,0,0,0
860,1359,Microondas sin plato GrandHeat 2300 Flatbed Touch White,PAE Cocina,Microondas,Microondas encastrables sin plato,18,12,12,0,0,0
861,8017,Gofrera Fun Gofrestone 4Inox,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,43,-5,-5,0,0,0
862,4291,Batidoras de mano Power TitanBlack 1200 XL Cream,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,11,-181,-181,0,0,5808
863,5298,"Ventilador, calefactor y Purificador de aire TotalPure 3in1 Connected",Cuidado del aire,Tratamiento del aire,Purificadores de aire,757,756,756,0,0,0
864,4294,Batidoras de mano Power TitanBlack 1200 XL TotalMix,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,4,0,0,0,0,0
865,4401,Barbero con dial Bamba PrecisionCare AllDrive Pro,Cuidado personal,Cortapelos,Cortapelos con batería,3560,3542,3542,0,0,0
866,3087,Plancha de asar Tasty&Grill 3000 BlackWater,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,2375,2374,2374,0,0,0
867,5363,Calefactor exterior infrarrojo Ready Warm 8700 Power Steel,Cuidado del aire,Calefacción,Calefactores de exterior,283,250,250,0,0,0
868,3089,Plancha de cocina Tasty&Grill 2000 Bamboo,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,265,265,265,0,0,0
869,5393,Toallero eléctrico Ready Warm 9100 Smart Towel Steel,Cuidado del aire,Calefacción,Toalleros eléctricos,808,806,806,0,0,0
870,70021,Estación de soldar CecoRaptor Perfect SolderStation 600 Advance,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,1933,1925,1925,0,0,0
871,1708,Microondas 20l con grill ProClean 3110 Retro Yellow,PAE Cocina,Microondas,Microondas con grill,1330,1328,1328,0,0,0
872,5365,Chimenea electrica decorativa de pared Ready Warm 2200 Curved Flames,Cuidado del aire,Calefacción,Chimeneas,654,641,641,0,0,0
873,4262,Báscula de baño  Surface Precision 10400 Smart Healthy Vision Green,Cuidado personal,Básculas,Básculas de baño con APP,3690,3689,3689,0,0,0
874,4263,Báscula de baño  Surface Precision 10400 Smart Healthy Vision Yellow,Cuidado personal,Básculas,Básculas de baño con APP,5141,5140,5140,0,0,0
